user_id,gender,married,has_children,home_country,home_city,home_airport,user_age,account_age,total_sessions,avg_session_duration,avg_page_clicks,avg_clicks_per_min,avg_seats,avg_checked_bags,num_trip_discounts,avg_trip_discount_amount,total_airlines,top_airline,total_origin_airports,total_destinations,top_destination,total_destination_airports,avg_rooms,total_hotels,total_hotel_brands,top_hotel_brand,total_trips,avg_trip_duration_days,avg_trip_distance_km,avg_base_trip_cost,avg_total_trip_cost,type_browsing,type_complete-package,type_flight-hotel,type_flight-one-way,type_flight-roundtrip,type_hotel-only,status_cancelled,status_complete,status_none,category_extended,category_other,category_week,category_weekend,browsing_frequency,booking_frequency,booking_conversion,cancellation_rate
546702,f,True,False,usa,chicago,ord,46,23,8,2.15,17.5,8.12,0.5,0.0,2,0.08,2,ryanair,1,2,jacksonville,2,0.5,3,3,hilton,3,1.75,1291.05,500.92,500.92,5,3,0,0,0,0,0,3,5,1,1,1,0,0.35,0.13,0.38,0.0
546728,f,True,False,canada,montreal,yul,54,23,8,1.84,14.75,7.98,0.38,0.12,2,0.12,2,delta air lines,1,1,los angeles,1,0.25,2,2,crowne plaza,2,2.25,3972.63,496.39,496.39,6,2,0,0,0,0,0,2,6,1,1,0,0,0.35,0.09,0.25,0.0
546740,f,False,False,usa,new york,jfk,41,23,8,1.86,15.0,8.04,0.25,0.25,1,0.05,2,airtran airways,1,2,san diego,2,0.25,2,2,aman resorts,2,1.0,3908.4,208.74,208.74,6,2,0,0,0,0,0,2,6,1,1,0,0,0.35,0.09,0.25,0.0
546756,f,False,False,usa,fayetteville,fyv,45,23,8,2.22,17.88,8.04,0.38,0.0,1,0.25,2,air transat,1,2,san francisco,2,0.25,1,1,best western,2,1.12,2019.48,275.8,275.8,6,1,0,0,1,0,0,2,6,1,0,1,0,0.35,0.09,0.25,0.0
546774,f,True,True,usa,new york,jfk,58,23,8,2.09,16.75,7.96,0.38,0.25,2,0.18,1,jetblue airways,1,2,boston,2,0.25,2,1,rosewood,3,5.38,1681.18,577.34,536.5,5,1,0,0,1,1,0,3,5,3,0,0,0,0.35,0.13,0.38,0.0
546842,f,True,False,usa,los angeles,lax,46,23,8,1.08,8.62,8.04,0.0,0.0,2,0.05,0,,0,0,,0,0.12,1,1,accor,1,0.88,,62.12,59.02,7,0,0,0,0,1,0,1,7,0,1,0,0,0.35,0.04,0.12,0.0
546844,f,True,True,canada,edmonton,yed,46,23,8,2.34,18.75,8.04,0.62,0.38,3,0.12,5,alaska airlines,1,5,dallas,5,0.62,5,5,extended stay,5,2.75,2358.5,489.53,478.52,3,5,0,0,0,0,0,5,3,2,2,1,0,0.35,0.22,0.62,0.0
546847,f,True,False,usa,los angeles,lax,55,23,9,9.01,38.22,7.24,0.67,0.33,3,0.08,4,delta air lines,1,3,new york,4,0.89,5,5,intercontinental,6,3.44,3694.84,1121.8,1088.36,3,5,0,0,0,1,1,5,3,4,0,0,2,0.39,0.26,0.67,0.17
546857,f,True,False,usa,kansas city,mci,67,23,8,2.4,19.38,8.0,0.0,0.0,2,0.1,0,,0,0,,0,0.12,1,1,crowne plaza,1,2.12,,688.5,688.5,7,0,0,0,0,1,0,1,7,1,0,0,0,0.35,0.04,0.12,0.0
546864,m,True,False,usa,boston,bos,44,23,8,19.18,50.0,7.27,0.38,0.25,1,0.15,1,delta air lines,1,2,philadelphia,2,0.38,2,2,hilton,3,2.88,1697.77,376.1,334.63,5,3,0,0,0,0,1,2,5,1,2,0,0,0.35,0.13,0.38,0.33
546867,f,False,False,usa,san francisco,sfo,52,23,8,1.66,13.38,8.06,0.5,0.25,4,0.15,3,american airlines,1,3,indianapolis,3,0.5,3,3,aman resorts,3,2.25,2487.89,670.44,638.55,5,3,0,0,0,0,0,3,5,2,0,1,0,0.35,0.13,0.38,0.0
546881,f,True,True,usa,new york,lga,42,23,8,1.7,13.5,7.94,0.25,0.12,3,0.1,2,jetblue airways,1,2,houston,2,0.25,2,2,hilton,2,1.0,1493.19,196.15,196.15,6,2,0,0,0,0,0,2,6,0,1,1,0,0.35,0.09,0.25,0.0
546882,f,False,False,usa,san diego,san,25,23,8,1.42,11.38,7.98,0.25,0.0,2,0.08,2,delta air lines,1,2,johor bahru,2,0.12,1,1,marriott,2,2.75,9124.52,1430.8,1430.8,6,1,0,0,1,0,0,2,6,1,1,0,0,0.35,0.09,0.25,0.0
546884,m,False,False,canada,toronto,ykz,19,23,8,1.34,10.75,8.0,0.0,0.0,1,0.1,0,,0,0,,0,0.12,1,1,marriott,1,0.62,,88.12,88.12,7,0,0,0,0,1,0,1,7,1,0,0,0,0.35,0.04,0.12,0.0
546888,f,False,False,usa,orlando,mco,30,23,8,16.47,36.88,7.3,0.75,0.5,1,0.1,2,air baltic,1,2,milan,2,0.25,1,1,choice hotels,3,2.25,6417.69,1124.81,1081.38,5,1,1,0,1,0,1,2,5,2,1,0,0,0.35,0.13,0.38,0.33
546900,f,False,False,usa,san antonio,sat,39,23,8,2.09,16.88,8.02,0.38,0.25,2,0.12,3,porter airlines,1,3,hamilton,3,0.38,3,3,marriott,3,2.88,2125.43,497.66,460.06,5,3,0,0,0,0,0,3,5,3,0,0,0,0.35,0.13,0.38,0.0
546937,f,False,False,usa,chicago,ugn,68,23,8,1.27,10.25,8.01,0.0,0.0,4,0.06,0,,0,0,,0,0.0,0,0,,0,0.0,,0.0,0.0,8,0,0,0,0,0,0,0,8,0,0,0,0,0.35,0.0,0.0,
546964,f,True,False,usa,new york,jfk,45,23,8,2.26,18.25,8.03,0.88,0.25,3,0.1,6,air france,1,6,austin,6,0.62,5,5,banyan tree,6,2.75,2300.65,702.79,668.54,2,5,0,0,1,0,0,6,2,1,3,2,0,0.35,0.26,0.75,0.0
546972,f,True,True,usa,los angeles,lax,50,23,8,1.16,9.25,7.99,0.12,0.12,3,0.13,1,alaska airlines,1,1,boston,1,0.25,2,2,nh hotel,2,1.0,4193.07,337.24,291.92,6,1,0,0,0,1,0,2,6,1,0,1,0,0.35,0.09,0.25,0.0
547006,f,True,False,usa,new york,jfk,73,23,8,16.35,35.75,7.18,0.5,0.25,0,,1,turkish airlines,1,1,istanbul,1,0.25,1,1,wyndham,2,3.25,8052.15,1344.36,1344.36,6,2,0,0,0,0,1,1,6,2,0,0,0,0.35,0.09,0.25,0.5
547007,f,True,False,usa,new york,jfk,33,23,8,2.66,21.5,8.05,0.5,0.12,1,0.15,4,air saint pierre,1,3,montreal,4,0.75,5,5,accor,5,4.75,1557.93,843.66,843.66,3,4,0,0,0,1,0,5,3,2,1,2,0,0.35,0.22,0.62,0.0
547037,f,False,False,usa,tampa,tpa,34,23,8,1.67,13.5,8.0,0.25,0.0,3,0.15,2,jetblue airways,1,2,new york,2,0.38,2,2,choice hotels,3,1.88,2263.75,375.39,375.39,5,2,0,0,0,1,0,3,5,2,0,1,0,0.35,0.13,0.38,0.0
547070,m,True,False,usa,fayetteville,fyv,52,23,8,1.97,15.88,8.08,0.88,0.38,3,0.1,5,air canada,1,4,los angeles,5,0.75,5,5,conrad,6,4.12,1627.18,775.55,739.49,2,4,0,0,1,1,0,6,2,2,3,1,0,0.35,0.26,0.75,0.0
547100,f,False,False,canada,toronto,yzd,51,23,8,6.69,17.12,7.06,0.75,0.5,2,0.18,3,turkish airlines,1,3,hong kong,3,0.5,3,3,choice hotels,4,3.5,7326.79,1540.46,1540.46,4,4,0,0,0,0,1,3,4,2,1,1,0,0.35,0.17,0.5,0.25
547130,f,False,False,usa,new york,lga,20,23,8,4.32,15.12,7.18,0.25,0.0,2,0.08,1,ryanair,1,1,toronto,1,0.12,1,1,shangri-la,3,2.75,567.24,113.32,113.32,5,1,0,0,1,1,1,2,5,2,1,0,0,0.35,0.13,0.38,0.33
547150,f,True,True,usa,los angeles,lax,44,23,8,4.39,26.5,7.08,0.5,0.12,3,0.18,3,lufthansa,1,3,new york,3,0.25,2,2,crowne plaza,4,2.5,3351.73,419.16,403.16,4,3,0,0,1,0,1,3,4,1,1,2,0,0.35,0.17,0.5,0.25
547164,f,False,False,canada,montreal,ymx,31,23,8,18.75,55.5,7.27,0.12,0.0,2,0.12,1,southwest airlines,1,1,memphis,1,0.38,2,2,hilton,3,7.88,1789.2,1023.39,976.85,5,1,1,0,0,1,1,2,5,3,0,0,0,0.35,0.13,0.38,0.33
547175,f,False,False,canada,toronto,yzd,19,23,8,1.33,10.5,7.94,0.12,0.0,3,0.1,1,united airlines,1,1,nashville,1,0.25,2,2,accor,2,2.38,1045.82,255.1,247.3,6,0,1,0,0,1,0,2,6,2,0,0,0,0.35,0.09,0.25,0.0
547180,f,True,True,usa,new york,lga,46,23,8,1.53,12.25,7.99,0.12,0.0,3,0.27,1,southwest airlines,1,1,el paso,1,0.25,2,2,shangri-la,2,1.0,3056.66,210.94,203.12,6,1,0,0,0,1,0,2,6,1,1,0,0,0.35,0.09,0.25,0.0
547181,f,True,False,usa,tucson,tus,63,23,8,1.55,12.38,8.0,0.25,0.12,2,0.1,1,klm royal dutch airlines,1,1,boston,1,0.5,3,3,choice hotels,3,1.75,3676.29,311.33,311.33,5,1,0,0,0,2,0,3,5,2,1,0,0,0.35,0.13,0.38,0.0
547201,f,False,False,usa,los angeles,lax,26,23,8,1.36,10.88,7.96,0.0,0.0,2,0.12,0,,0,0,,0,0.12,1,1,aman resorts,1,2.12,,293.25,293.25,7,0,0,0,0,1,0,1,7,1,0,0,0,0.35,0.04,0.12,0.0
547266,f,True,False,canada,winnipeg,ywg,56,23,8,1.84,15.0,8.14,0.38,0.25,2,0.18,2,american airlines,1,2,las vegas,2,0.5,3,3,aman resorts,3,1.5,2292.61,314.62,294.67,5,2,0,0,0,1,0,3,5,1,0,2,0,0.35,0.13,0.38,0.0
547301,f,False,True,usa,mobile,bfm,33,23,8,1.42,11.5,8.08,0.25,0.12,3,0.28,1,united airlines,1,1,louisville,1,0.12,1,1,aman resorts,2,1.25,873.49,249.0,249.0,6,0,0,0,1,1,0,2,6,1,0,0,1,0.35,0.09,0.25,0.0
547320,f,False,False,usa,knoxville,tys,30,23,8,0.97,7.75,7.94,0.0,0.0,2,0.08,0,,0,0,,0,0.12,1,1,four seasons,1,1.25,,186.25,176.94,7,0,0,0,0,1,0,1,7,1,0,0,0,0.35,0.04,0.12,0.0
547325,f,False,True,usa,oklahoma city,okc,44,23,8,1.65,13.25,8.06,0.25,0.25,0,,2,air canada,1,2,calgary,2,0.25,2,2,rosewood,2,1.25,1777.64,184.12,184.12,6,2,0,0,0,0,0,2,6,1,1,0,0,0.35,0.09,0.25,0.0
547336,f,True,False,usa,madison,msn,43,23,9,1.47,11.89,8.06,0.11,0.0,2,0.12,1,delta air lines,1,1,san antonio,1,0.11,1,1,marriott,1,0.33,1709.91,60.28,60.28,8,1,0,0,0,0,0,1,8,0,0,0,1,0.39,0.04,0.11,0.0
547342,m,False,False,usa,los angeles,lax,27,23,8,1.52,12.25,8.12,0.12,0.12,2,0.08,1,american airlines,1,1,portland,1,0.12,1,1,intercontinental,1,0.75,1343.15,119.42,119.42,7,1,0,0,0,0,0,1,7,1,0,0,0,0.35,0.04,0.12,0.0
547412,m,False,False,usa,new york,lga,53,23,8,2.2,17.75,8.14,0.5,0.25,2,0.15,2,american airlines,1,2,chicago,2,0.5,2,2,hilton,2,1.5,846.15,288.29,288.29,6,2,0,0,0,0,0,2,6,2,0,0,0,0.35,0.09,0.25,0.0
547453,f,False,True,usa,st. louis,stl,29,23,8,1.66,13.38,8.0,0.25,0.12,2,0.1,2,american airlines,1,2,edmonton,2,0.38,3,3,best western,3,1.5,2307.08,305.77,294.1,5,2,0,0,0,1,0,3,5,1,0,1,1,0.35,0.13,0.38,0.0
547458,f,False,False,canada,gatineau,ynd,44,23,8,2.04,16.38,8.05,0.5,0.25,1,0.2,3,air canada,1,3,edmonton,3,0.5,3,2,shangri-la,4,3.12,1970.58,771.17,759.44,4,2,0,0,1,1,0,4,4,2,1,1,0,0.35,0.17,0.5,0.0
547459,f,True,False,usa,los angeles,lax,60,23,8,2.67,21.38,8.01,0.38,0.12,1,0.1,2,delta air lines,1,2,milwaukee,2,0.62,4,4,four seasons,4,5.12,1689.76,897.51,882.52,4,2,0,0,0,2,0,4,4,3,0,1,0,0.35,0.17,0.5,0.0
547483,f,False,True,usa,new york,lga,35,23,8,1.78,14.38,8.07,0.25,0.25,2,0.05,2,air canada,1,2,dallas,2,0.25,2,2,extended stay,2,1.38,1372.61,390.2,390.2,6,2,0,0,0,0,0,2,6,1,0,1,0,0.35,0.09,0.25,0.0
547512,f,True,False,canada,calgary,yyc,46,23,8,2.19,17.62,8.08,0.5,0.5,3,0.12,3,american airlines,1,4,chicago,4,0.5,4,4,extended stay,4,3.5,2313.24,947.12,911.53,4,3,1,0,0,0,0,4,4,3,0,1,0,0.35,0.17,0.5,0.0
547555,f,False,False,usa,san antonio,rnd,46,23,9,16.45,41.11,7.33,0.78,0.67,1,0.05,5,delta air lines,1,2,new york,3,0.67,3,3,shangri-la,6,2.0,2375.77,502.75,502.75,3,5,0,0,1,0,1,5,3,0,3,2,1,0.39,0.26,0.67,0.17
547559,f,True,False,usa,washington,iad,37,23,8,3.0,24.38,8.2,1.0,0.62,5,0.18,5,jetblue airways,1,6,austin,6,0.62,5,4,fairmont,6,4.5,1213.33,760.93,709.81,2,5,0,0,1,0,0,6,2,3,2,0,1,0.35,0.26,0.75,0.0
547568,f,False,False,usa,new york,jfk,31,23,8,2.35,19.0,8.04,0.12,0.25,5,0.1,1,air canada,1,1,winnipeg,1,0.38,2,2,best western,2,3.5,2084.46,785.56,715.3,6,1,0,0,0,1,0,2,6,1,1,0,0,0.35,0.09,0.25,0.0
547594,f,False,False,canada,calgary,yyc,18,23,8,17.56,41.38,7.11,0.25,0.25,1,0.1,1,westjet,1,1,winnipeg,1,0.25,1,1,extended stay,2,1.0,1202.42,108.14,108.14,6,2,0,0,0,0,1,1,6,0,2,0,0,0.35,0.09,0.25,0.5
547606,f,True,True,usa,little rock,lit,56,23,8,1.77,14.25,8.09,0.5,0.12,3,0.1,3,united airlines,1,3,calgary,3,0.5,3,3,choice hotels,3,1.5,2225.18,305.28,291.08,5,3,0,0,0,0,0,3,5,0,2,1,0,0.35,0.13,0.38,0.0
547613,f,False,False,usa,phoenix,luf,41,23,8,1.73,14.0,8.08,0.38,0.0,1,0.05,3,aer lingus,1,2,chicago,3,0.38,3,2,best western,4,2.5,2724.04,345.73,345.73,4,2,0,0,1,1,0,4,4,1,0,1,2,0.35,0.17,0.5,0.0
547617,f,True,False,usa,charlotte,clt,54,23,9,2.21,17.89,8.08,0.22,0.0,4,0.16,2,ryanair,1,2,phoenix,2,0.11,1,1,best western,3,2.67,1925.23,200.24,200.24,6,0,0,0,2,1,0,3,6,2,0,1,0,0.39,0.13,0.33,0.0
547663,f,False,False,canada,london,yxu,45,23,8,2.56,20.25,7.89,0.25,0.0,1,0.1,2,alaska airlines,1,2,los angeles,2,0.25,2,2,four seasons,2,1.38,3319.02,334.58,322.49,6,2,0,0,0,0,0,2,6,1,0,1,0,0.35,0.09,0.25,0.0
547664,f,False,False,canada,winnipeg,yav,41,23,8,1.59,13.0,8.17,0.62,0.25,1,0.1,4,alaska airlines,1,4,chicago,4,0.25,2,2,extended stay,4,2.0,1785.82,217.67,217.67,4,2,0,0,2,0,0,4,4,2,1,1,0,0.35,0.17,0.5,0.0
547693,m,False,True,usa,bakersfield,bfl,43,23,8,6.18,16.12,6.99,0.5,0.5,2,0.2,1,ryanair,1,1,jerusalem,1,0.25,1,1,banyan tree,2,4.5,12064.73,1609.72,1408.51,6,2,0,0,0,0,1,1,6,2,0,0,0,0.35,0.09,0.25,0.5
547761,f,False,False,usa,las vegas,las,50,23,8,1.65,13.38,7.96,0.25,0.12,5,0.11,2,airtran airways,1,2,dallas,2,0.25,2,2,conrad,2,1.75,2603.72,216.27,211.31,6,2,0,0,0,0,0,2,6,2,0,0,0,0.35,0.09,0.25,0.0
547776,f,False,False,usa,fort worth,ftw,44,23,8,1.93,15.5,7.92,0.5,0.38,4,0.12,3,delta air lines,1,2,new york,3,0.5,3,3,best western,3,1.62,1915.68,374.16,336.33,5,3,0,0,0,0,0,3,5,1,0,1,1,0.35,0.13,0.38,0.0
547779,f,True,True,usa,los angeles,lax,42,23,8,1.63,13.12,8.01,0.5,0.38,2,0.18,3,airtran airways,1,3,dallas,3,0.5,3,3,aman resorts,3,2.38,1596.39,437.19,410.27,5,3,0,0,0,0,0,3,5,2,1,0,0,0.35,0.13,0.38,0.0
547792,f,False,True,usa,seattle,bfi,39,23,8,1.81,14.62,8.08,0.75,0.25,2,0.18,4,airtran airways,1,4,chicago,4,0.5,3,3,fairmont,5,3.88,2551.03,616.65,578.72,3,2,0,0,2,1,0,5,3,2,2,1,0,0.35,0.22,0.62,0.0
547817,f,False,False,usa,newport news,phf,28,23,7,1.44,11.57,8.05,0.0,0.0,3,0.08,0,,0,0,,0,0.43,2,2,rosewood,2,3.57,,1067.14,1024.07,5,0,0,0,0,2,0,2,5,2,0,0,0,0.3,0.09,0.29,0.0
547823,f,True,False,usa,reno,rno,56,23,8,1.77,14.38,8.06,0.5,0.12,2,0.1,4,jetblue airways,1,3,houston,4,0.62,5,4,intercontinental,5,4.62,2890.24,795.98,795.98,3,4,0,0,0,1,0,5,3,4,1,0,0,0.35,0.22,0.62,0.0
547825,f,False,False,usa,colorado springs,cos,22,23,8,2.01,16.12,8.01,0.12,0.12,1,0.1,1,delta air lines,1,1,new york,1,0.25,2,2,conrad,2,1.88,2638.74,279.45,270.26,6,1,0,0,0,1,0,2,6,1,0,1,0,0.35,0.09,0.25,0.0
547834,f,False,False,usa,providence,pvd,26,23,8,1.42,11.62,8.22,0.0,0.0,3,0.23,0,,0,0,,0,0.0,0,0,,0,0.0,,0.0,0.0,8,0,0,0,0,0,0,0,8,0,0,0,0,0.35,0.0,0.0,
547836,f,True,False,usa,los angeles,lax,48,23,8,2.16,17.5,8.04,0.25,0.0,2,0.15,2,delta air lines,1,2,new york,2,0.25,2,2,shangri-la,3,2.5,3745.37,504.76,474.14,5,1,0,0,1,1,0,3,5,1,1,1,0,0.35,0.13,0.38,0.0
547857,f,True,True,usa,new york,jfk,65,23,9,1.34,10.56,7.92,0.11,0.11,2,0.08,1,american airlines,1,1,los angeles,1,0.11,1,1,aman resorts,1,0.44,3974.21,139.91,139.91,8,1,0,0,0,0,0,1,8,0,1,0,0,0.39,0.04,0.11,0.0
547862,m,True,True,usa,houston,efd,47,23,8,2.2,17.75,8.01,0.38,0.38,2,0.28,2,southwest airlines,1,3,austin,3,0.5,4,4,banyan tree,4,3.5,963.33,638.0,638.0,4,3,0,0,0,1,0,4,4,2,1,1,0,0.35,0.17,0.5,0.0
547878,f,False,False,usa,santa ana,sna,26,23,8,5.84,18.5,7.13,0.25,0.0,5,0.15,1,air macau,1,1,macau,1,0.62,3,3,wyndham,4,3.5,11757.25,947.98,844.43,4,2,0,0,0,2,1,3,4,3,0,1,0,0.35,0.17,0.5,0.25
547911,f,False,True,usa,san francisco,sfo,40,23,8,1.64,13.25,8.07,0.25,0.12,1,0.35,2,lufthansa,1,2,el paso,2,0.25,2,2,banyan tree,2,0.88,2846.98,195.79,195.79,6,2,0,0,0,0,0,2,6,0,0,2,0,0.35,0.09,0.25,0.0
547938,m,False,True,usa,st. louis,stl,27,23,8,1.62,13.12,8.11,0.12,0.0,2,0.1,1,cargo plus aviation,1,1,dalian,1,0.0,0,0,,1,1.62,10781.74,233.48,233.48,7,0,0,0,1,0,0,1,7,1,0,0,0,0.35,0.04,0.12,0.0
547951,m,False,False,usa,minneapolis,msp,51,23,8,2.17,17.5,8.06,0.75,0.25,3,0.15,3,southwest airlines,1,4,austin,4,0.75,4,3,aman resorts,4,1.88,1593.73,436.6,405.73,4,3,1,0,0,0,0,4,4,1,1,2,0,0.35,0.17,0.5,0.0
547966,f,True,True,usa,wichita,ict,44,23,8,1.82,14.75,8.1,0.25,0.12,2,0.2,1,united airlines,1,1,houston,1,0.38,2,2,conrad,2,2.75,918.7,553.39,553.39,6,1,0,0,0,1,0,2,6,2,0,0,0,0.35,0.09,0.25,0.0
547997,f,True,False,usa,los angeles,lax,59,23,8,1.8,14.38,7.95,0.12,0.12,1,0.15,1,united airlines,1,1,fort worth,1,0.0,0,0,,1,0.5,1954.7,40.94,40.94,7,0,0,0,1,0,0,1,7,0,0,1,0,0.35,0.04,0.12,0.0
548006,f,False,False,usa,dallas,dal,37,23,7,1.4,11.29,8.09,0.14,0.14,3,0.08,1,kenmore air,1,1,seattle,1,0.14,1,1,conrad,1,0.57,2688.17,143.34,121.84,6,1,0,0,0,0,0,1,6,0,1,0,0,0.3,0.04,0.14,0.0
548022,f,True,False,usa,san antonio,sat,48,23,8,2.81,22.75,8.07,0.5,0.38,2,0.2,3,united airlines,1,4,jacksonville,4,0.5,4,3,intercontinental,4,4.0,2008.24,667.69,649.7,4,4,0,0,0,0,0,4,4,4,0,0,0,0.35,0.17,0.5,0.0
548032,f,False,False,usa,chicago,ord,42,23,8,2.6,21.12,8.12,0.62,0.25,0,,3,american airlines,1,3,montreal,3,0.5,2,2,fairmont,3,1.12,1638.57,234.24,234.24,5,2,0,0,1,0,0,3,5,0,1,2,0,0.35,0.13,0.38,0.0
548037,f,True,False,usa,new york,jfk,49,23,8,1.83,14.88,8.09,0.25,0.25,0,,2,conviasa,1,2,san antonio,2,0.25,2,2,marriott,2,0.88,3330.48,243.12,243.12,6,2,0,0,0,0,0,2,6,1,1,0,0,0.35,0.09,0.25,0.0
548040,f,True,False,usa,portland,pdx,38,23,8,1.6,12.88,8.01,0.5,0.12,1,0.05,2,american airlines,1,3,charlotte,3,0.5,3,3,choice hotels,3,1.5,3010.85,408.1,408.1,5,3,0,0,0,0,0,3,5,1,1,1,0,0.35,0.13,0.38,0.0
548093,f,False,False,usa,charlotte,clt,22,23,8,2.0,16.12,7.88,0.0,0.0,1,0.35,0,,0,0,,0,0.25,1,1,choice hotels,1,0.88,,86.62,86.62,7,0,0,0,0,1,0,1,7,1,0,0,0,0.35,0.04,0.12,0.0
548109,f,False,False,usa,los angeles,lax,40,23,7,1.85,15.0,8.14,0.71,0.29,1,0.25,2,delta air lines,1,4,jacksonville,4,0.57,3,3,best western,4,3.71,3312.5,667.39,654.04,3,3,0,0,1,0,0,4,3,4,0,0,0,0.3,0.17,0.57,0.0
548113,f,False,False,usa,houston,efd,39,23,8,2.56,20.75,8.04,0.5,0.25,3,0.08,4,airtran airways,1,4,chicago,4,0.38,3,2,four seasons,4,2.75,1932.54,295.53,286.8,4,3,0,0,1,0,0,4,4,3,1,0,0,0.35,0.17,0.5,0.0
548120,f,False,False,usa,tampa,mcf,48,23,9,1.84,15.0,8.14,0.33,0.33,4,0.16,3,allegiant air,1,3,columbus,3,0.22,2,2,hilton,3,0.78,1913.81,153.78,134.42,6,2,0,0,1,0,0,3,6,0,0,3,0,0.39,0.13,0.33,0.0
548123,m,True,True,canada,edmonton,yeg,48,23,8,0.99,8.0,8.0,0.0,0.0,1,0.2,0,,0,0,,0,0.0,0,0,,0,0.0,,0.0,0.0,8,0,0,0,0,0,0,0,8,0,0,0,0,0.35,0.0,0.0,
548185,f,False,False,usa,long beach,lgb,27,23,9,1.52,12.22,8.08,0.0,0.0,1,0.2,0,,0,0,,0,0.33,2,2,choice hotels,2,2.0,,251.0,251.0,7,0,0,0,0,2,0,2,7,2,0,0,0,0.39,0.09,0.22,0.0
548189,f,False,False,canada,montreal,yul,30,23,8,9.1,29.0,7.18,0.62,0.0,3,0.2,2,delta air lines,1,2,chicago,2,0.88,3,3,fairmont,5,3.88,977.49,426.67,390.31,3,2,0,0,1,2,1,4,3,4,1,0,0,0.35,0.22,0.62,0.2
548190,f,True,False,usa,corpus christi,crp,35,23,8,2.06,16.62,8.0,0.25,0.25,3,0.05,2,delta air lines,1,2,baltimore,2,0.38,3,3,accor,3,2.88,2374.48,548.02,544.49,5,2,0,0,0,1,0,3,5,2,1,0,0,0.35,0.13,0.38,0.0
548193,f,False,True,usa,denver,den,18,23,8,13.31,31.88,7.13,0.62,0.38,2,0.2,1,southwest airlines,1,2,indianapolis,2,0.0,0,0,,3,2.38,1521.9,175.35,175.35,5,1,0,0,2,0,1,2,5,2,1,0,0,0.35,0.13,0.38,0.33
548222,f,True,True,canada,calgary,yyc,53,23,8,2.1,16.88,8.06,0.75,0.5,4,0.12,2,american airlines,1,3,copenhagen,3,0.38,3,3,best western,4,4.5,3578.16,1278.79,1254.68,4,2,0,0,1,1,0,4,4,3,0,1,0,0.35,0.17,0.5,0.0
548228,f,True,False,canada,calgary,yyc,67,23,8,1.25,10.12,8.12,0.0,0.0,3,0.18,0,,0,0,,0,0.12,1,1,starwood,1,1.38,,149.88,149.88,7,0,0,0,0,1,0,1,7,1,0,0,0,0.35,0.04,0.12,0.0
548230,f,True,False,usa,akron,akr,60,23,8,1.47,11.75,7.98,0.12,0.0,3,0.1,1,southwest airlines,1,1,indianapolis,1,0.5,3,3,banyan tree,3,3.0,434.39,645.4,623.7,5,1,0,0,0,2,0,3,5,2,1,0,0,0.35,0.13,0.38,0.0
548256,f,True,True,usa,cleveland,cle,42,23,8,1.79,14.62,8.18,0.38,0.12,0,,3,allegiant air,1,3,fresno,3,0.38,3,3,best western,4,2.5,1674.13,379.8,379.8,4,2,0,0,1,1,0,4,4,2,2,0,0,0.35,0.17,0.5,0.0
548258,m,False,False,usa,louisville,lou,45,23,9,3.02,24.44,8.1,0.67,0.22,2,0.15,6,air canada,1,5,toronto,6,0.67,6,6,banyan tree,6,2.89,1659.62,573.62,539.36,3,6,0,0,0,0,0,6,3,2,2,2,0,0.39,0.26,0.67,0.0
548272,f,True,True,usa,chicago,mdw,43,23,8,2.39,19.5,8.14,0.38,0.38,2,0.25,3,jetblue airways,1,3,dallas,3,0.38,3,3,aman resorts,3,3.0,1543.57,912.47,898.12,5,2,1,0,0,0,0,3,5,1,2,0,0,0.35,0.13,0.38,0.0
548307,f,True,True,usa,denver,den,51,23,8,1.61,13.0,8.03,0.25,0.0,1,0.15,2,jetblue airways,1,2,fresno,2,0.25,2,2,best western,2,1.88,1982.29,208.15,208.15,6,2,0,0,0,0,0,2,6,1,1,0,0,0.35,0.09,0.25,0.0
548310,f,False,False,usa,memphis,mem,32,23,8,2.61,21.0,7.99,0.25,0.12,1,0.05,1,allegiant air,1,1,new york,1,0.25,1,1,choice hotels,1,0.38,1549.53,76.66,76.66,7,1,0,0,0,0,0,1,7,0,0,1,0,0.35,0.04,0.12,0.0
548391,f,True,True,canada,toronto,ykz,58,23,8,2.56,20.75,8.06,0.12,0.12,2,0.2,1,air canada,1,1,denver,1,0.12,1,1,wyndham,1,0.5,2132.86,108.65,108.65,7,1,0,0,0,0,0,1,7,0,0,1,0,0.35,0.04,0.12,0.0
548408,f,False,False,usa,new york,jfk,36,23,8,2.7,21.88,8.09,0.88,0.88,3,0.1,4,united airlines,1,5,austin,5,0.88,5,5,accor,5,4.0,1974.35,652.92,617.19,3,5,0,0,0,0,0,5,3,4,0,1,0,0.35,0.22,0.62,0.0
548422,f,True,False,usa,tulsa,tul,39,23,8,4.64,28.5,7.14,0.75,0.75,1,0.25,5,american airlines,1,5,charlotte,5,0.75,5,5,crowne plaza,6,3.62,1954.63,683.37,671.03,2,6,0,0,0,0,1,5,2,1,1,4,0,0.35,0.26,0.75,0.17
548434,f,True,False,usa,indianapolis,ind,43,23,9,1.47,11.78,8.05,0.44,0.0,3,0.1,2,american airlines,1,2,jacksonville,2,0.44,2,2,conrad,3,1.44,1087.34,437.92,409.25,6,1,0,0,1,1,0,3,6,2,0,0,1,0.39,0.13,0.33,0.0
